id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,indeks_keparahan_kemiskinan,satuan,tahun
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0.33,POIN,2014
285,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0.37,POIN,2014
286,32,JAWA BARAT,3216,KABUPATEN BEKASI,0.12,POIN,2014
287,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0.39,POIN,2014
288,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.0,POIN,2014
289,32,JAWA BARAT,3271,KOTA BOGOR,0.23,POIN,2014
290,32,JAWA BARAT,3272,KOTA SUKABUMI,0.11,POIN,2014
291,32,JAWA BARAT,3273,KOTA BANDUNG,0.17,POIN,2014
292,32,JAWA BARAT,3274,KOTA CIREBON,0.18,POIN,2014
293,32,JAWA BARAT,3275,KOTA BEKASI,0.19,POIN,2014
294,32,JAWA BARAT,3276,KOTA DEPOK,0.09,POIN,2014
295,32,JAWA BARAT,3277,KOTA CIMAHI,0.21,POIN,2014
296,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0.86,POIN,2014
297,32,JAWA BARAT,3279,KOTA BANJAR,0.19,POIN,2014
298,32,JAWA BARAT,3201,KABUPATEN BOGOR,0.46,POIN,2015
299,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0.25,POIN,2015
300,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0.45,POIN,2015
301,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0.43,POIN,2015
302,32,JAWA BARAT,3205,KABUPATEN GARUT,0.54,POIN,2015
303,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0.45,POIN,2015
304,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0.3,POIN,2015
305,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0.62,POIN,2015
306,32,JAWA BARAT,3209,KABUPATEN CIREBON,0.57,POIN,2015
307,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0.6,POIN,2015
308,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0.45,POIN,2015
309,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0.62,POIN,2015
310,32,JAWA BARAT,3213,KABUPATEN SUBANG,0.81,POIN,2015
311,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0.37,POIN,2015
312,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0.34,POIN,2015
313,32,JAWA BARAT,3216,KABUPATEN BEKASI,0.16,POIN,2015
314,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0.59,POIN,2015
315,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.43,POIN,2015
316,32,JAWA BARAT,3271,KOTA BOGOR,0.33,POIN,2015
317,32,JAWA BARAT,3272,KOTA SUKABUMI,0.41,POIN,2015
318,32,JAWA BARAT,3273,KOTA BANDUNG,0.19,POIN,2015
319,32,JAWA BARAT,3274,KOTA CIREBON,0.26,POIN,2015
320,32,JAWA BARAT,3275,KOTA BEKASI,0.15,POIN,2015
321,32,JAWA BARAT,3276,KOTA DEPOK,0.06,POIN,2015
322,32,JAWA BARAT,3277,KOTA CIMAHI,0.21,POIN,2015
323,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0.69,POIN,2015
324,32,JAWA BARAT,3279,KOTA BANJAR,0.11,POIN,2015
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,0.28,POIN,2016
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0.3,POIN,2016
327,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0.49,POIN,2016
328,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0.18,POIN,2016
329,32,JAWA BARAT,3205,KABUPATEN GARUT,0.39,POIN,2016
330,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0.42,POIN,2016
331,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0.27,POIN,2016
332,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0.59,POIN,2016
333,32,JAWA BARAT,3209,KABUPATEN CIREBON,0.5,POIN,2016
334,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0.52,POIN,2016
335,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0.35,POIN,2016
336,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0.37,POIN,2016
337,32,JAWA BARAT,3213,KABUPATEN SUBANG,0.47,POIN,2016
338,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0.32,POIN,2016
339,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0.53,POIN,2016
340,32,JAWA BARAT,3216,KABUPATEN BEKASI,0.23,POIN,2016
341,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0.51,POIN,2016
342,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.41,POIN,2016
343,32,JAWA BARAT,3271,KOTA BOGOR,0.26,POIN,2016
344,32,JAWA BARAT,3272,KOTA SUKABUMI,0.38,POIN,2016
345,32,JAWA BARAT,3273,KOTA BANDUNG,0.12,POIN,2016
346,32,JAWA BARAT,3274,KOTA CIREBON,0.49,POIN,2016
347,32,JAWA BARAT,3275,KOTA BEKASI,0.15,POIN,2016
348,32,JAWA BARAT,3276,KOTA DEPOK,0.06,POIN,2016
349,32,JAWA BARAT,3277,KOTA CIMAHI,0.14,POIN,2016
350,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0.57,POIN,2016
351,32,JAWA BARAT,3279,KOTA BANJAR,0.14,POIN,2016
352,32,JAWA BARAT,3201,KABUPATEN BOGOR,0.35,POIN,2017
353,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0.24,POIN,2017
354,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0.32,POIN,2017
355,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0.26,POIN,2017
356,32,JAWA BARAT,3205,KABUPATEN GARUT,0.43,POIN,2017
357,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0.29,POIN,2017
358,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0.27,POIN,2017
359,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0.44,POIN,2017
360,32,JAWA BARAT,3209,KABUPATEN CIREBON,0.5,POIN,2017
361,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0.45,POIN,2017
362,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0.54,POIN,2017
363,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0.66,POIN,2017
364,32,JAWA BARAT,3213,KABUPATEN SUBANG,0.67,POIN,2017
365,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0.23,POIN,2017
366,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0.32,POIN,2017
367,32,JAWA BARAT,3216,KABUPATEN BEKASI,0.22,POIN,2017
368,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0.71,POIN,2017
369,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.36,POIN,2017
370,32,JAWA BARAT,3271,KOTA BOGOR,0.17,POIN,2017
371,32,JAWA BARAT,3272,KOTA SUKABUMI,0.46,POIN,2017
372,32,JAWA BARAT,3273,KOTA BANDUNG,0.18,POIN,2017
373,32,JAWA BARAT,3274,KOTA CIREBON,0.43,POIN,2017
374,32,JAWA BARAT,3275,KOTA BEKASI,0.21,POIN,2017
375,32,JAWA BARAT,3276,KOTA DEPOK,0.06,POIN,2017
376,32,JAWA BARAT,3277,KOTA CIMAHI,0.35,POIN,2017
377,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0.42,POIN,2017
378,32,JAWA BARAT,3279,KOTA BANJAR,0.08,POIN,2017
379,32,JAWA BARAT,3201,KABUPATEN BOGOR,0.26,POIN,2018
380,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0.19,POIN,2018
381,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0.27,POIN,2018
382,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0.2,POIN,2018
383,32,JAWA BARAT,3205,KABUPATEN GARUT,0.37,POIN,2018
384,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0.23,POIN,2018
385,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0.26,POIN,2018
386,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0.4,POIN,2018
387,32,JAWA BARAT,3209,KABUPATEN CIREBON,0.55,POIN,2018
388,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0.51,POIN,2018
389,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0.47,POIN,2018
390,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0.6,POIN,2018
391,32,JAWA BARAT,3213,KABUPATEN SUBANG,0.51,POIN,2018
392,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0.16,POIN,2018
393,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0.3,POIN,2018
394,32,JAWA BARAT,3216,KABUPATEN BEKASI,0.15,POIN,2018
395,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0.35,POIN,2018
396,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.3,POIN,2018
397,32,JAWA BARAT,3271,KOTA BOGOR,0.17,POIN,2018
398,32,JAWA BARAT,3272,KOTA SUKABUMI,0.26,POIN,2018
399,32,JAWA BARAT,3273,KOTA BANDUNG,0.11,POIN,2018
400,32,JAWA BARAT,3274,KOTA CIREBON,0.19,POIN,2018
401,32,JAWA BARAT,3275,KOTA BEKASI,0.18,POIN,2018
402,32,JAWA BARAT,3276,KOTA DEPOK,0.06,POIN,2018
403,32,JAWA BARAT,3277,KOTA CIMAHI,0.23,POIN,2018
404,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0.31,POIN,2018
405,32,JAWA BARAT,3279,KOTA BANJAR,0.19,POIN,2018
406,32,JAWA BARAT,3201,KABUPATEN BOGOR,0.15,POIN,2019
407,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0.11,POIN,2019
408,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0.11,POIN,2019
409,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0.28,POIN,2019
410,32,JAWA BARAT,3205,KABUPATEN GARUT,0.16,POIN,2019
411,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0.12,POIN,2019
412,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0.14,POIN,2019
413,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0.18,POIN,2019
414,32,JAWA BARAT,3209,KABUPATEN CIREBON,0.26,POIN,2019
415,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0.28,POIN,2019
416,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0.21,POIN,2019
417,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0.4,POIN,2019
418,32,JAWA BARAT,3213,KABUPATEN SUBANG,0.34,POIN,2019
419,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0.28,POIN,2019
420,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0.24,POIN,2019
421,32,JAWA BARAT,3216,KABUPATEN BEKASI,0.15,POIN,2019
422,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0.33,POIN,2019
423,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.16,POIN,2019
424,32,JAWA BARAT,3271,KOTA BOGOR,0.18,POIN,2019
425,32,JAWA BARAT,3272,KOTA SUKABUMI,0.32,POIN,2019
426,32,JAWA BARAT,3273,KOTA BANDUNG,0.14,POIN,2019
427,32,JAWA BARAT,3274,KOTA CIREBON,0.26,POIN,2019
428,32,JAWA BARAT,3275,KOTA BEKASI,0.1,POIN,2019
429,32,JAWA BARAT,3276,KOTA DEPOK,0.04,POIN,2019
430,32,JAWA BARAT,3277,KOTA CIMAHI,0.14,POIN,2019
431,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0.53,POIN,2019
432,32,JAWA BARAT,3279,KOTA BANJAR,0.1,POIN,2019
433,32,JAWA BARAT,3201,KABUPATEN BOGOR,0.11,POIN,2020
434,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0.12,POIN,2020
435,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0.27,POIN,2020
436,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0.17,POIN,2020
437,32,JAWA BARAT,3205,KABUPATEN GARUT,0.15,POIN,2020
438,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0.11,POIN,2020
439,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0.16,POIN,2020
440,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0.62,POIN,2020
441,32,JAWA BARAT,3209,KABUPATEN CIREBON,0.24,POIN,2020
442,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0.25,POIN,2020
443,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0.42,POIN,2020
444,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0.56,POIN,2020
445,32,JAWA BARAT,3213,KABUPATEN SUBANG,0.25,POIN,2020
446,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0.2,POIN,2020
447,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0.25,POIN,2020
448,32,JAWA BARAT,3216,KABUPATEN BEKASI,0.18,POIN,2020
449,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0.25,POIN,2020
450,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.28,POIN,2020
451,32,JAWA BARAT,3271,KOTA BOGOR,0.26,POIN,2020
452,32,JAWA BARAT,3272,KOTA SUKABUMI,0.22,POIN,2020
453,32,JAWA BARAT,3273,KOTA BANDUNG,0.13,POIN,2020
454,32,JAWA BARAT,3274,KOTA CIREBON,0.4,POIN,2020
455,32,JAWA BARAT,3275,KOTA BEKASI,0.15,POIN,2020
456,32,JAWA BARAT,3276,KOTA DEPOK,0.06,POIN,2020
457,32,JAWA BARAT,3277,KOTA CIMAHI,0.18,POIN,2020
458,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0.39,POIN,2020
459,32,JAWA BARAT,3279,KOTA BANJAR,0.12,POIN,2020
460,32,JAWA BARAT,3201,KABUPATEN BOGOR,0.35,POIN,2021
461,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0.23,POIN,2021
462,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0.46,POIN,2021
463,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0.34,POIN,2021
464,32,JAWA BARAT,3205,KABUPATEN GARUT,0.29,POIN,2021
465,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0.35,POIN,2021
466,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0.15,POIN,2021
467,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0.46,POIN,2021
468,32,JAWA BARAT,3209,KABUPATEN CIREBON,0.47,POIN,2021
469,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0.77,POIN,2021
470,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0.46,POIN,2021
471,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0.66,POIN,2021
472,32,JAWA BARAT,3213,KABUPATEN SUBANG,0.5,POIN,2021
473,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0.3,POIN,2021
474,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0.29,POIN,2021
475,32,JAWA BARAT,3216,KABUPATEN BEKASI,0.26,POIN,2021
476,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0.32,POIN,2021
477,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.27,POIN,2021
478,32,JAWA BARAT,3271,KOTA BOGOR,0.27,POIN,2021
479,32,JAWA BARAT,3272,KOTA SUKABUMI,0.36,POIN,2021
480,32,JAWA BARAT,3273,KOTA BANDUNG,0.24,POIN,2021
481,32,JAWA BARAT,3274,KOTA CIREBON,0.68,POIN,2021
482,32,JAWA BARAT,3275,KOTA BEKASI,0.16,POIN,2021
483,32,JAWA BARAT,3276,KOTA DEPOK,0.07,POIN,2021
484,32,JAWA BARAT,3277,KOTA CIMAHI,0.21,POIN,2021
485,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0.69,POIN,2021
486,32,JAWA BARAT,3279,KOTA BANJAR,0.28,POIN,2021
487,32,JAWA BARAT,3201,KABUPATEN BOGOR,0.45,POIN,2022
488,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0.19,POIN,2022
489,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0.27,POIN,2022
490,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0.21,POIN,2022
491,32,JAWA BARAT,3205,KABUPATEN GARUT,0.45,POIN,2022
492,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0.28,POIN,2022
493,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0.24,POIN,2022
494,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0.53,POIN,2022
495,32,JAWA BARAT,3209,KABUPATEN CIREBON,0.59,POIN,2022
496,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0.36,POIN,2022
497,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0.53,POIN,2022
498,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0.48,POIN,2022
499,32,JAWA BARAT,3213,KABUPATEN SUBANG,0.41,POIN,2022
500,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0.25,POIN,2022
501,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0.41,POIN,2022
502,32,JAWA BARAT,3216,KABUPATEN BEKASI,0.18,POIN,2022
503,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0.41,POIN,2022
504,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.26,POIN,2022
505,32,JAWA BARAT,3271,KOTA BOGOR,0.29,POIN,2022
506,32,JAWA BARAT,3272,KOTA SUKABUMI,0.38,POIN,2022
507,32,JAWA BARAT,3273,KOTA BANDUNG,0.17,POIN,2022
508,32,JAWA BARAT,3274,KOTA CIREBON,0.3,POIN,2022
509,32,JAWA BARAT,3275,KOTA BEKASI,0.27,POIN,2022
510,32,JAWA BARAT,3276,KOTA DEPOK,0.1,POIN,2022
511,32,JAWA BARAT,3277,KOTA CIMAHI,0.14,POIN,2022
512,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0.65,POIN,2022
513,32,JAWA BARAT,3279,KOTA BANJAR,0.28,POIN,2022
514,32,JAWA BARAT,3201,KABUPATEN BOGOR,0.21,POIN,2023
515,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0.23,POIN,2023
516,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0.26,POIN,2023
517,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0.29,POIN,2023
518,32,JAWA BARAT,3205,KABUPATEN GARUT,0.23,POIN,2023
519,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0.42,POIN,2023
520,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0.17,POIN,2023
521,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0.42,POIN,2023
522,32,JAWA BARAT,3209,KABUPATEN CIREBON,0.53,POIN,2023
523,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0.26,POIN,2023
524,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0.35,POIN,2023
525,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0.62,POIN,2023
526,32,JAWA BARAT,3213,KABUPATEN SUBANG,0.55,POIN,2023
527,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0.36,POIN,2023
528,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0.22,POIN,2023
529,32,JAWA BARAT,3216,KABUPATEN BEKASI,0.2,POIN,2023
530,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0.34,POIN,2023
531,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.27,POIN,2023
532,32,JAWA BARAT,3271,KOTA BOGOR,0.2,POIN,2023
533,32,JAWA BARAT,3272,KOTA SUKABUMI,0.31,POIN,2023
534,32,JAWA BARAT,3273,KOTA BANDUNG,0.15,POIN,2023
535,32,JAWA BARAT,3274,KOTA CIREBON,0.29,POIN,2023
536,32,JAWA BARAT,3275,KOTA BEKASI,0.13,POIN,2023
537,32,JAWA BARAT,3276,KOTA DEPOK,0.03,POIN,2023
538,32,JAWA BARAT,3277,KOTA CIMAHI,0.1,POIN,2023
539,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0.32,POIN,2023
540,32,JAWA BARAT,3279,KOTA BANJAR,0.12,POIN,2023
541,32,JAWA BARAT,3201,KABUPATEN BOGOR,0.26,POIN,2024
542,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,0.2,POIN,2024
543,32,JAWA BARAT,3203,KABUPATEN CIANJUR,0.41,POIN,2024
544,32,JAWA BARAT,3204,KABUPATEN BANDUNG,0.09,POIN,2024
545,32,JAWA BARAT,3205,KABUPATEN GARUT,0.29,POIN,2024
546,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,0.15,POIN,2024
547,32,JAWA BARAT,3207,KABUPATEN CIAMIS,0.2,POIN,2024
548,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,0.53,POIN,2024
549,32,JAWA BARAT,3209,KABUPATEN CIREBON,0.36,POIN,2024
550,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,0.45,POIN,2024
551,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,0.45,POIN,2024
552,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,0.54,POIN,2024
553,32,JAWA BARAT,3213,KABUPATEN SUBANG,0.46,POIN,2024
554,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,0.35,POIN,2024
555,32,JAWA BARAT,3215,KABUPATEN KARAWANG,0.28,POIN,2024
556,32,JAWA BARAT,3216,KABUPATEN BEKASI,0.17,POIN,2024
557,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,0.23,POIN,2024
558,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.29,POIN,2024
559,32,JAWA BARAT,3271,KOTA BOGOR,0.24,POIN,2024
560,32,JAWA BARAT,3272,KOTA SUKABUMI,0.18,POIN,2024
561,32,JAWA BARAT,3273,KOTA BANDUNG,0.14,POIN,2024
562,32,JAWA BARAT,3274,KOTA CIREBON,0.25,POIN,2024
563,32,JAWA BARAT,3275,KOTA BEKASI,0.21,POIN,2024
564,32,JAWA BARAT,3276,KOTA DEPOK,0.07,POIN,2024
565,32,JAWA BARAT,3277,KOTA CIMAHI,0.21,POIN,2024
566,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0.26,POIN,2024
567,32,JAWA BARAT,3279,KOTA BANJAR,0.29,POIN,2024
